Data;Ora solare;Livello Punta Salute (cm);
2-mag-88;15.00;20;
2-mag-88;16.00;12;
2-mag-88;17.00;12;
2-mag-88;18.00;23;
2-mag-88;19.00;41;
2-mag-88;20.00;60;
2-mag-88;21.00;74;
2-mag-88;22.00;81;
2-mag-88;23.00;84;
3-mag-88;0.00;73;
3-mag-88;1.00;54;
3-mag-88;2.00;33;
3-mag-88;3.00;14;
3-mag-88;4.00;-2;
3-mag-88;5.00;-12;
3-mag-88;6.00;-8;
3-mag-88;7.00;6;
3-mag-88;8.00;23;
3-mag-88;9.00;42;
3-mag-88;10.00;56;
3-mag-88;11.00;65;
3-mag-88;12.00;70;
3-mag-88;13.00;68;
3-mag-88;14.00;60;
3-mag-88;15.00;48;
3-mag-88;16.00;39;
3-mag-88;17.00;39;
3-mag-88;18.00;42;
3-mag-88;19.00;49;
3-mag-88;20.00;62;
3-mag-88;21.00;74;
3-mag-88;22.00;83;
3-mag-88;23.00;86;
4-mag-88;0.00;76;
4-mag-88;1.00;59;
4-mag-88;2.00;39;
4-mag-88;3.00;17;
4-mag-88;4.00;-2;
4-mag-88;5.00;-18;
4-mag-88;6.00;-25;
4-mag-88;7.00;-21;
4-mag-88;8.00;-7;
4-mag-88;9.00;9;
4-mag-88;10.00;27;
4-mag-88;11.00;41;
4-mag-88;12.00;52;
4-mag-88;13.00;55;
4-mag-88;14.00;56;
4-mag-88;15.00;52;
4-mag-88;16.00;43;
4-mag-88;17.00;35;
4-mag-88;18.00;33;
4-mag-88;19.00;41;
4-mag-88;20.00;54;
4-mag-88;21.00;70;
4-mag-88;22.00;81;
4-mag-88;23.00;84;
5-mag-88;0.00;81;
5-mag-88;1.00;71;
5-mag-88;2.00;54;
5-mag-88;3.00;35;
5-mag-88;4.00;17;
5-mag-88;5.00;4;
5-mag-88;6.00;-7;
5-mag-88;7.00;-8;
5-mag-88;8.00;-1;
5-mag-88;9.00;12;
5-mag-88;10.00;30;
5-mag-88;11.00;43;
5-mag-88;12.00;55;
5-mag-88;13.00;59;
5-mag-88;14.00;57;
5-mag-88;15.00;52;
5-mag-88;16.00;41;
5-mag-88;17.00;35;
5-mag-88;18.00;31;
5-mag-88;19.00;33;
5-mag-88;20.00;38;
5-mag-88;21.00;46;
5-mag-88;22.00;55;
5-mag-88;23.00;63;
6-mag-88;0.00;63;
6-mag-88;1.00;59;
6-mag-88;2.00;48;
6-mag-88;3.00;29;
6-mag-88;4.00;12;
6-mag-88;5.00;-4;
6-mag-88;6.00;-16;
6-mag-88;7.00;-21;
6-mag-88;8.00;-18;
6-mag-88;9.00;-8;
6-mag-88;10.00;6;
6-mag-88;11.00;18;
6-mag-88;12.00;28;
6-mag-88;13.00;33;
6-mag-88;14.00;37;
6-mag-88;15.00;37;
6-mag-88;16.00;36;
6-mag-88;17.00;31;
6-mag-88;18.00;27;
6-mag-88;19.00;24;
6-mag-88;20.00;25;
6-mag-88;21.00;30;
6-mag-88;22.00;36;
6-mag-88;23.00;43;
7-mag-88;0.00;47;
7-mag-88;1.00;44;
7-mag-88;2.00;36;
7-mag-88;3.00;24;
7-mag-88;4.00;11;
7-mag-88;5.00;-1;
7-mag-88;6.00;-12;
7-mag-88;7.00;-17;
7-mag-88;8.00;-20;
7-mag-88;9.00;-18;
7-mag-88;10.00;-12;
7-mag-88;11.00;-2;
7-mag-88;12.00;8;
7-mag-88;13.00;17;
7-mag-88;14.00;25;
7-mag-88;15.00;32;
7-mag-88;16.00;36;
7-mag-88;17.00;37;
7-mag-88;18.00;38;
7-mag-88;19.00;36;
7-mag-88;20.00;33;
7-mag-88;21.00;31;
7-mag-88;22.00;31;
7-mag-88;23.00;31;
8-mag-88;0.00;32;
8-mag-88;1.00;33;
8-mag-88;2.00;34;
8-mag-88;3.00;31;
8-mag-88;4.00;24;
8-mag-88;5.00;17;
8-mag-88;6.00;8;
8-mag-88;7.00;-1;
8-mag-88;8.00;-8;
8-mag-88;9.00;-12;
8-mag-88;10.00;-12;
8-mag-88;11.00;-8;
8-mag-88;12.00;-1;
8-mag-88;13.00;11;
8-mag-88;14.00;22;
8-mag-88;15.00;33;
8-mag-88;16.00;41;
8-mag-88;17.00;48;
8-mag-88;18.00;51;
8-mag-88;19.00;48;
8-mag-88;20.00;43;
8-mag-88;21.00;38;
8-mag-88;22.00;31;
8-mag-88;23.00;27;
9-mag-88;0.00;27;
9-mag-88;1.00;27;
9-mag-88;2.00;31;
9-mag-88;3.00;33;
9-mag-88;4.00;32;
9-mag-88;5.00;30;
9-mag-88;6.00;23;
9-mag-88;7.00;16;
9-mag-88;8.00;8;
9-mag-88;9.00;-1;
9-mag-88;10.00;-5;
9-mag-88;11.00;-5;
9-mag-88;12.00;-1;
9-mag-88;13.00;7;
9-mag-88;14.00;17;
9-mag-88;15.00;31;
9-mag-88;16.00;42;
9-mag-88;17.00;52;
9-mag-88;18.00;59;
9-mag-88;19.00;63;
9-mag-88;20.00;59;
9-mag-88;21.00;49;
9-mag-88;22.00;39;
9-mag-88;23.00;28;
10-mag-88;0.00;20;
10-mag-88;1.00;16;
10-mag-88;2.00;16;
10-mag-88;3.00;19;
10-mag-88;4.00;23;
10-mag-88;5.00;27;
10-mag-88;6.00;27;
10-mag-88;7.00;25;
10-mag-88;8.00;17;
10-mag-88;9.00;9;
10-mag-88;10.00;0;
10-mag-88;11.00;-7;
10-mag-88;12.00;-8;
10-mag-88;13.00;-4;
10-mag-88;14.00;7;
10-mag-88;15.00;20;
10-mag-88;16.00;36;
10-mag-88;17.00;48;
10-mag-88;18.00;59;
10-mag-88;19.00;65;
10-mag-88;20.00;64;
10-mag-88;21.00;56;
10-mag-88;22.00;44;
10-mag-88;23.00;31;
11-mag-88;0.00;16;
11-mag-88;1.00;7;
11-mag-88;2.00;0;
11-mag-88;3.00;0;
11-mag-88;4.00;8;
11-mag-88;5.00;17;
11-mag-88;6.00;30;
11-mag-88;7.00;35;
11-mag-88;8.00;35;
11-mag-88;9.00;28;
11-mag-88;10.00;19;
11-mag-88;11.00;7;
11-mag-88;12.00;-1;
11-mag-88;13.00;-5;
11-mag-88;14.00;-1;
11-mag-88;15.00;8;
11-mag-88;16.00;23;
11-mag-88;17.00;39;
11-mag-88;18.00;52;
11-mag-88;19.00;63;
11-mag-88;20.00;67;
11-mag-88;21.00;63;
11-mag-88;22.00;51;
11-mag-88;23.00;36;
12-mag-88;0.00;16;
12-mag-88;1.00;-3;
12-mag-88;2.00;-15;
12-mag-88;3.00;-17;
12-mag-88;4.00;-12;
12-mag-88;5.00;-1;
12-mag-88;6.00;13;
12-mag-88;7.00;26;
12-mag-88;8.00;36;
12-mag-88;9.00;39;
12-mag-88;10.00;32;
12-mag-88;11.00;22;
12-mag-88;12.00;11;
12-mag-88;13.00;4;
12-mag-88;14.00;4;
12-mag-88;15.00;14;
12-mag-88;16.00;27;
12-mag-88;17.00;42;
12-mag-88;18.00;59;
12-mag-88;19.00;73;
12-mag-88;20.00;81;
12-mag-88;21.00;80;
12-mag-88;22.00;68;
12-mag-88;23.00;49;
13-mag-88;0.00;28;
13-mag-88;1.00;6;
13-mag-88;2.00;-13;
13-mag-88;3.00;-24;
13-mag-88;4.00;-25;
13-mag-88;5.00;-12;
13-mag-88;6.00;6;
13-mag-88;7.00;25;
13-mag-88;8.00;38;
13-mag-88;9.00;44;
13-mag-88;10.00;46;
13-mag-88;11.00;38;
13-mag-88;12.00;27;
13-mag-88;13.00;16;
13-mag-88;14.00;8;
13-mag-88;15.00;9;
13-mag-88;16.00;21;
13-mag-88;17.00;35;
13-mag-88;18.00;49;
13-mag-88;19.00;64;
13-mag-88;20.00;75;
13-mag-88;21.00;78;
13-mag-88;22.00;70;
13-mag-88;23.00;52;
14-mag-88;0.00;30;
14-mag-88;1.00;7;
14-mag-88;2.00;-16;
14-mag-88;3.00;-29;
14-mag-88;4.00;-33;
14-mag-88;5.00;-23;
14-mag-88;6.00;-5;
14-mag-88;7.00;16;
14-mag-88;8.00;35;
14-mag-88;9.00;46;
14-mag-88;10.00;52;
14-mag-88;11.00;48;
14-mag-88;12.00;38;
14-mag-88;13.00;27;
14-mag-88;14.00;19;
14-mag-88;15.00;16;
14-mag-88;16.00;20;
14-mag-88;17.00;36;
14-mag-88;18.00;52;
14-mag-88;19.00;68;
14-mag-88;20.00;79;
14-mag-88;21.00;84;
14-mag-88;22.00;81;
14-mag-88;23.00;68;
15-mag-88;0.00;51;
15-mag-88;1.00;31;
15-mag-88;2.00;9;
15-mag-88;3.00;-8;
15-mag-88;4.00;-21;
15-mag-88;5.00;-25;
15-mag-88;6.00;-15;
15-mag-88;7.00;4;
15-mag-88;8.00;27;
15-mag-88;9.00;43;
15-mag-88;10.00;55;
15-mag-88;11.00;59;
15-mag-88;12.00;54;
15-mag-88;13.00;40;
15-mag-88;14.00;27;
15-mag-88;15.00;17;
15-mag-88;16.00;13;
15-mag-88;17.00;20;
15-mag-88;18.00;35;
15-mag-88;19.00;51;
15-mag-88;20.00;67;
15-mag-88;21.00;78;
15-mag-88;22.00;82;
15-mag-88;23.00;75;
16-mag-88;0.00;57;
16-mag-88;1.00;36;
16-mag-88;2.00;11;
16-mag-88;3.00;-12;
16-mag-88;4.00;-28;
16-mag-88;5.00;-34;
16-mag-88;6.00;-26;
16-mag-88;7.00;-8;
16-mag-88;8.00;14;
16-mag-88;9.00;33;
16-mag-88;10.00;48;
16-mag-88;11.00;55;
16-mag-88;12.00;52;
16-mag-88;13.00;43;
16-mag-88;14.00;31;
16-mag-88;15.00;20;
16-mag-88;16.00;16;
16-mag-88;17.00;19;
16-mag-88;18.00;31;
16-mag-88;19.00;46;
16-mag-88;20.00;62;
16-mag-88;21.00;72;
16-mag-88;22.00;76;
16-mag-88;23.00;70;
17-mag-88;0.00;57;
17-mag-88;1.00;39;
17-mag-88;2.00;19;
17-mag-88;3.00;-1;
17-mag-88;4.00;-17;
17-mag-88;5.00;-28;
17-mag-88;6.00;-28;
17-mag-88;7.00;-15;
17-mag-88;8.00;3;
17-mag-88;9.00;22;
17-mag-88;10.00;37;
17-mag-88;11.00;48;
17-mag-88;12.00;52;
17-mag-88;13.00;52;
17-mag-88;14.00;45;
17-mag-88;15.00;38;
17-mag-88;16.00;30;
17-mag-88;17.00;27;
17-mag-88;18.00;31;
17-mag-88;19.00;39;
17-mag-88;20.00;52;
17-mag-88;21.00;64;
17-mag-88;22.00;75;
17-mag-88;23.00;76;
18-mag-88;0.00;68;
18-mag-88;1.00;52;
18-mag-88;2.00;32;
18-mag-88;3.00;11;
18-mag-88;4.00;-8;
18-mag-88;5.00;-23;
18-mag-88;6.00;-26;
18-mag-88;7.00;-21;
18-mag-88;8.00;-7;
18-mag-88;9.00;10;
18-mag-88;10.00;28;
18-mag-88;11.00;41;
18-mag-88;12.00;50;
18-mag-88;13.00;54;
18-mag-88;14.00;52;
18-mag-88;15.00;43;
18-mag-88;16.00;35;
18-mag-88;17.00;31;
18-mag-88;18.00;28;
18-mag-88;19.00;35;
18-mag-88;20.00;45;
18-mag-88;21.00;59;
18-mag-88;22.00;68;
18-mag-88;23.00;70;
19-mag-88;0.00;63;
19-mag-88;1.00;52;
19-mag-88;2.00;36;
19-mag-88;3.00;16;
19-mag-88;4.00;-1;
19-mag-88;5.00;-15;
19-mag-88;6.00;-25;
19-mag-88;7.00;-25;
19-mag-88;8.00;-16;
19-mag-88;9.00;-1;
19-mag-88;10.00;16;
19-mag-88;11.00;30;
19-mag-88;12.00;39;
19-mag-88;13.00;48;
19-mag-88;14.00;51;
19-mag-88;15.00;49;
19-mag-88;16.00;46;
19-mag-88;17.00;41;
19-mag-88;18.00;39;
19-mag-88;19.00;41;
19-mag-88;20.00;38;
19-mag-88;21.00;40;
19-mag-88;22.00;48;
19-mag-88;23.00;55;
20-mag-88;0.00;56;
20-mag-88;1.00;48;
20-mag-88;2.00;36;
20-mag-88;3.00;20;
20-mag-88;4.00;4;
20-mag-88;5.00;-8;
20-mag-88;6.00;-21;
20-mag-88;7.00;-25;
20-mag-88;8.00;-20;
20-mag-88;9.00;-8;
20-mag-88;10.00;7;
20-mag-88;11.00;22;
20-mag-88;12.00;35;
20-mag-88;13.00;44;
20-mag-88;14.00;49;
20-mag-88;15.00;51;
20-mag-88;16.00;49;
20-mag-88;17.00;46;
20-mag-88;18.00;41;
20-mag-88;19.00;34;
20-mag-88;20.00;32;
20-mag-88;21.00;35;
20-mag-88;22.00;42;
20-mag-88;23.00;48;
21-mag-88;0.00;49;
21-mag-88;1.00;48;
21-mag-88;2.00;39;
21-mag-88;3.00;25;
21-mag-88;4.00;12;
21-mag-88;5.00;-1;
21-mag-88;6.00;-10;
21-mag-88;7.00;-15;
21-mag-88;8.00;-14;
21-mag-88;9.00;-7;
21-mag-88;10.00;3;
21-mag-88;11.00;14;
21-mag-88;12.00;25;
21-mag-88;13.00;36;
21-mag-88;14.00;43;
21-mag-88;15.00;48;
21-mag-88;16.00;49;
21-mag-88;17.00;47;
21-mag-88;18.00;39;
21-mag-88;19.00;33;
21-mag-88;20.00;30;
21-mag-88;21.00;28;
21-mag-88;22.00;31;
21-mag-88;23.00;32;
22-mag-88;0.00;35;
22-mag-88;1.00;34;
22-mag-88;2.00;28;
22-mag-88;3.00;22;
22-mag-88;4.00;15;
22-mag-88;5.00;7;
22-mag-88;6.00;0;
22-mag-88;7.00;-7;
22-mag-88;8.00;-12;
22-mag-88;9.00;-15;
22-mag-88;10.00;-10;
22-mag-88;11.00;-1;
22-mag-88;12.00;11;
22-mag-88;13.00;23;
22-mag-88;14.00;35;
22-mag-88;15.00;39;
22-mag-88;16.00;39;
22-mag-88;17.00;39;
22-mag-88;18.00;33;
22-mag-88;19.00;27;
22-mag-88;20.00;20;
22-mag-88;21.00;17;
22-mag-88;22.00;16;
22-mag-88;23.00;19;
23-mag-88;0.00;22;
23-mag-88;1.00;23;
23-mag-88;2.00;23;
23-mag-88;3.00;19;
23-mag-88;4.00;10;
23-mag-88;5.00;3;
23-mag-88;6.00;-4;
23-mag-88;7.00;-7;
23-mag-88;8.00;-8;
23-mag-88;9.00;-5;
23-mag-88;10.00;-2;
23-mag-88;11.00;0;
23-mag-88;12.00;6;
23-mag-88;13.00;10;
23-mag-88;14.00;17;
23-mag-88;15.00;25;
23-mag-88;16.00;31;
23-mag-88;17.00;37;
23-mag-88;18.00;39;
23-mag-88;19.00;38;
23-mag-88;20.00;33;
23-mag-88;21.00;27;
23-mag-88;22.00;20;
23-mag-88;23.00;12;
24-mag-88;0.00;8;
24-mag-88;1.00;6;
24-mag-88;2.00;4;
24-mag-88;3.00;5;
24-mag-88;4.00;6;
24-mag-88;5.00;8;
24-mag-88;6.00;10;
24-mag-88;7.00;8;
24-mag-88;8.00;5;
24-mag-88;9.00;-1;
24-mag-88;10.00;-7;
24-mag-88;11.00;-10;
24-mag-88;12.00;-10;
24-mag-88;13.00;-5;
24-mag-88;14.00;6;
24-mag-88;15.00;16;
24-mag-88;16.00;28;
24-mag-88;17.00;39;
24-mag-88;18.00;44;
24-mag-88;19.00;46;
24-mag-88;20.00;41;
24-mag-88;21.00;32;
24-mag-88;22.00;20;
24-mag-88;23.00;8;
25-mag-88;0.00;0;
25-mag-88;1.00;-5;
25-mag-88;2.00;-5;
25-mag-88;3.00;0;
25-mag-88;4.00;8;
25-mag-88;5.00;14;
25-mag-88;6.00;16;
25-mag-88;7.00;16;
25-mag-88;8.00;9;
25-mag-88;9.00;1;
25-mag-88;10.00;-6;
25-mag-88;11.00;-10;
25-mag-88;12.00;-10;
25-mag-88;13.00;-6;
25-mag-88;14.00;6;
25-mag-88;15.00;19;
25-mag-88;16.00;33;
25-mag-88;17.00;44;
25-mag-88;18.00;51;
25-mag-88;19.00;52;
25-mag-88;20.00;48;
25-mag-88;21.00;39;
25-mag-88;22.00;24;
25-mag-88;23.00;8;
26-mag-88;0.00;-2;
26-mag-88;1.00;-10;
26-mag-88;2.00;-12;
26-mag-88;3.00;-8;
26-mag-88;4.00;0;
26-mag-88;5.00;9;
26-mag-88;6.00;16;
26-mag-88;7.00;20;
26-mag-88;8.00;22;
26-mag-88;9.00;19;
26-mag-88;10.00;12;
26-mag-88;11.00;4;
26-mag-88;12.00;-1;
26-mag-88;13.00;-1;
26-mag-88;14.00;8;
26-mag-88;15.00;19;
26-mag-88;16.00;33;
26-mag-88;17.00;47;
26-mag-88;18.00;55;
26-mag-88;19.00;56;
26-mag-88;20.00;55;
26-mag-88;21.00;48;
26-mag-88;22.00;36;
26-mag-88;23.00;23;
27-mag-88;0.00;9;
27-mag-88;1.00;-1;
27-mag-88;2.00;-8;
27-mag-88;3.00;-9;
27-mag-88;4.00;-5;
27-mag-88;5.00;4;
27-mag-88;6.00;15;
27-mag-88;7.00;25;
27-mag-88;8.00;31;
27-mag-88;9.00;35;
27-mag-88;10.00;31;
27-mag-88;11.00;23;
27-mag-88;12.00;14;
27-mag-88;13.00;8;
27-mag-88;14.00;9;
27-mag-88;15.00;18;
27-mag-88;16.00;31;
27-mag-88;17.00;47;
27-mag-88;18.00;60;
27-mag-88;19.00;68;
27-mag-88;20.00;71;
27-mag-88;21.00;65;
27-mag-88;22.00;54;
27-mag-88;23.00;39;
28-mag-88;0.00;20;
28-mag-88;1.00;3;
28-mag-88;2.00;-10;
28-mag-88;3.00;-16;
28-mag-88;4.00;-12;
28-mag-88;5.00;-1;
28-mag-88;6.00;12;
28-mag-88;7.00;27;
28-mag-88;8.00;39;
28-mag-88;9.00;47;
28-mag-88;10.00;49;
28-mag-88;11.00;46;
28-mag-88;12.00;36;
28-mag-88;13.00;25;
28-mag-88;14.00;20;
28-mag-88;15.00;21;
28-mag-88;16.00;31;
28-mag-88;17.00;43;
28-mag-88;18.00;57;
28-mag-88;19.00;70;
28-mag-88;20.00;79;
28-mag-88;21.00;78;
28-mag-88;22.00;67;
28-mag-88;23.00;48;
29-mag-88;0.00;31;
29-mag-88;1.00;8;
29-mag-88;2.00;-8;
29-mag-88;3.00;-23;
29-mag-88;4.00;-28;
29-mag-88;5.00;-24;
29-mag-88;6.00;-5;
29-mag-88;7.00;15;
29-mag-88;8.00;31;
29-mag-88;9.00;43;
29-mag-88;10.00;48;
29-mag-88;11.00;44;
29-mag-88;12.00;36;
29-mag-88;13.00;27;
29-mag-88;14.00;19;
29-mag-88;15.00;16;
29-mag-88;16.00;23;
29-mag-88;17.00;37;
29-mag-88;18.00;53;
29-mag-88;19.00;65;
29-mag-88;20.00;73;
29-mag-88;21.00;76;
29-mag-88;22.00;70;
29-mag-88;23.00;56;
30-mag-88;0.00;36;
30-mag-88;1.00;16;
30-mag-88;2.00;-5;
30-mag-88;3.00;-20;
30-mag-88;4.00;-26;
30-mag-88;5.00;-23;
30-mag-88;6.00;-8;
30-mag-88;7.00;10;
30-mag-88;8.00;29;
30-mag-88;9.00;44;
30-mag-88;10.00;54;
30-mag-88;11.00;55;
30-mag-88;12.00;51;
30-mag-88;13.00;41;
30-mag-88;14.00;32;
30-mag-88;15.00;25;
30-mag-88;16.00;26;
30-mag-88;17.00;35;
30-mag-88;18.00;47;
30-mag-88;19.00;62;
30-mag-88;20.00;75;
30-mag-88;21.00;83;
30-mag-88;22.00;80;
30-mag-88;23.00;68;
31-mag-88;0.00;49;
31-mag-88;1.00;28;
31-mag-88;2.00;6;
31-mag-88;3.00;-16;
31-mag-88;4.00;-31;
31-mag-88;5.00;-34;
31-mag-88;6.00;-26;
31-mag-88;7.00;-8;
31-mag-88;8.00;11;
31-mag-88;9.00;30;
31-mag-88;10.00;42;
31-mag-88;11.00;48;
31-mag-88;12.00;48;
31-mag-88;13.00;43;
31-mag-88;14.00;36;
31-mag-88;15.00;27;
31-mag-88;16.00;23;
31-mag-88;17.00;26;
31-mag-88;18.00;37;
31-mag-88;19.00;52;
31-mag-88;20.00;67;
31-mag-88;21.00;76;
31-mag-88;22.00;81;
31-mag-88;23.00;79;
1-giu-88;0.00;63;
1-giu-88;1.00;43;
1-giu-88;2.00;20;
1-giu-88;3.00;-2;
1-giu-88;4.00;-20;
1-giu-88;5.00;-31;
1-giu-88;6.00;-33;
1-giu-88;7.00;-20;
1-giu-88;8.00;-1;
1-giu-88;9.00;20;
1-giu-88;10.00;39;
1-giu-88;11.00;52;
1-giu-88;12.00;55;
1-giu-88;13.00;55;
1-giu-88;14.00;48;
1-giu-88;15.00;35;
1-giu-88;16.00;24;
1-giu-88;17.00;20;
1-giu-88;18.00;23;
1-giu-88;19.00;33;
1-giu-88;20.00;50;
1-giu-88;21.00;68;
1-giu-88;22.00;79;
1-giu-88;23.00;80;
2-giu-88;0.00;70;
2-giu-88;1.00;50;
2-giu-88;2.00;27;
2-giu-88;3.00;2;
2-giu-88;4.00;-21;
2-giu-88;5.00;-40;
2-giu-88;6.00;-42;
2-giu-88;7.00;-31;
2-giu-88;8.00;-13;
2-giu-88;9.00;7;
2-giu-88;10.00;25;
2-giu-88;11.00;37;
2-giu-88;12.00;45;
2-giu-88;13.00;49;
2-giu-88;14.00;46;
2-giu-88;15.00;38;
2-giu-88;16.00;28;
2-giu-88;17.00;24;
2-giu-88;18.00;23;
2-giu-88;19.00;30;
2-giu-88;20.00;39;
2-giu-88;21.00;48;
2-giu-88;22.00;57;
2-giu-88;23.00;60;
3-giu-88;0.00;56;
3-giu-88;1.00;43;
3-giu-88;2.00;25;
3-giu-88;3.00;8;
3-giu-88;4.00;-12;
3-giu-88;5.00;-25;
3-giu-88;6.00;-32;
3-giu-88;7.00;-29;
3-giu-88;8.00;-17;
3-giu-88;9.00;-2;
3-giu-88;10.00;15;
3-giu-88;11.00;30;
3-giu-88;12.00;39;
3-giu-88;13.00;48;
3-giu-88;14.00;51;
3-giu-88;15.00;48;
3-giu-88;16.00;41;
3-giu-88;17.00;34;
3-giu-88;18.00;27;
3-giu-88;19.00;25;
3-giu-88;20.00;30;
3-giu-88;21.00;38;
3-giu-88;22.00;47;
3-giu-88;23.00;52;
4-giu-88;0.00;54;
4-giu-88;1.00;48;
4-giu-88;2.00;38;
4-giu-88;3.00;23;
4-giu-88;4.00;8;
4-giu-88;5.00;-8;
4-giu-88;6.00;-18;
4-giu-88;7.00;-24;
4-giu-88;8.00;-21;
4-giu-88;9.00;-12;
4-giu-88;10.00;-1;
4-giu-88;11.00;15;
4-giu-88;12.00;30;
4-giu-88;13.00;41;
4-giu-88;14.00;49;
4-giu-88;15.00;52;
4-giu-88;16.00;53;
4-giu-88;17.00;49;
4-giu-88;18.00;40;
4-giu-88;19.00;32;
4-giu-88;20.00;31;
4-giu-88;21.00;33;
4-giu-88;22.00;39;
4-giu-88;23.00;48;
5-giu-88;0.00;54;
5-giu-88;1.00;55;
5-giu-88;2.00;49;
5-giu-88;3.00;39;
5-giu-88;4.00;24;
5-giu-88;5.00;9;
5-giu-88;6.00;-4;
5-giu-88;7.00;-12;
5-giu-88;8.00;-16;
5-giu-88;9.00;-10;
5-giu-88;10.00;1;
5-giu-88;11.00;15;
5-giu-88;12.00;31;
5-giu-88;13.00;48;
5-giu-88;14.00;62;
5-giu-88;15.00;71;
5-giu-88;16.00;74;
5-giu-88;17.00;72;
5-giu-88;18.00;67;
5-giu-88;19.00;57;
5-giu-88;20.00;52;
5-giu-88;21.00;48;
5-giu-88;22.00;46;
5-giu-88;23.00;47;
6-giu-88;0.00;48;
6-giu-88;1.00;49;
6-giu-88;2.00;48;
6-giu-88;3.00;43;
6-giu-88;4.00;35;
6-giu-88;5.00;25;
6-giu-88;6.00;11;
6-giu-88;7.00;-1;
6-giu-88;8.00;-8;
6-giu-88;9.00;-8;
6-giu-88;10.00;-1;
6-giu-88;11.00;9;
6-giu-88;12.00;23;
6-giu-88;13.00;38;
6-giu-88;14.00;51;
6-giu-88;15.00;63;
6-giu-88;16.00;70;
6-giu-88;17.00;74;
6-giu-88;18.00;73;
6-giu-88;19.00;69;
6-giu-88;20.00;59;
6-giu-88;21.00;46;
6-giu-88;22.00;36;
6-giu-88;23.00;28;
7-giu-88;0.00;24;
7-giu-88;1.00;27;
7-giu-88;2.00;33;
7-giu-88;3.00;38;
7-giu-88;4.00;41;
7-giu-88;5.00;32;
7-giu-88;6.00;23;
7-giu-88;7.00;14;
7-giu-88;8.00;4;
7-giu-88;9.00;-3;
7-giu-88;10.00;-7;
7-giu-88;11.00;-1;
7-giu-88;12.00;12;
7-giu-88;13.00;27;
7-giu-88;14.00;41;
7-giu-88;15.00;55;
7-giu-88;16.00;68;
7-giu-88;17.00;76;
7-giu-88;18.00;78;
7-giu-88;19.00;72;
7-giu-88;20.00;62;
7-giu-88;21.00;47;
7-giu-88;22.00;33;
7-giu-88;23.00;20;
8-giu-88;0.00;11;
8-giu-88;1.00;8;
8-giu-88;2.00;8;
8-giu-88;3.00;14;
8-giu-88;4.00;19;
8-giu-88;5.00;20;
8-giu-88;6.00;19;
8-giu-88;7.00;12;
8-giu-88;8.00;6;
8-giu-88;9.00;1;
8-giu-88;10.00;-1;
8-giu-88;11.00;1;
8-giu-88;12.00;8;
8-giu-88;13.00;19;
8-giu-88;14.00;33;
8-giu-88;15.00;44;
8-giu-88;16.00;55;
8-giu-88;17.00;63;
8-giu-88;18.00;68;
8-giu-88;19.00;68;
8-giu-88;20.00;60;
8-giu-88;21.00;46;
8-giu-88;22.00;28;
8-giu-88;23.00;11;
9-giu-88;0.00;-2;
9-giu-88;1.00;-12;
9-giu-88;2.00;-15;
9-giu-88;3.00;-9;
9-giu-88;4.00;-1;
9-giu-88;5.00;10;
9-giu-88;6.00;19;
9-giu-88;7.00;23;
9-giu-88;8.00;24;
9-giu-88;9.00;20;
9-giu-88;10.00;14;
9-giu-88;11.00;8;
9-giu-88;12.00;6;
9-giu-88;13.00;8;
9-giu-88;14.00;17;
9-giu-88;15.00;30;
9-giu-88;16.00;42;
9-giu-88;17.00;55;
9-giu-88;18.00;63;
9-giu-88;19.00;63;
9-giu-88;20.00;59;
9-giu-88;21.00;47;
9-giu-88;22.00;31;
9-giu-88;23.00;14;
10-giu-88;0.00;-2;
10-giu-88;1.00;-16;
10-giu-88;2.00;-23;
10-giu-88;3.00;-22;
10-giu-88;4.00;-12;
10-giu-88;5.00;3;
10-giu-88;6.00;16;
10-giu-88;7.00;27;
10-giu-88;8.00;31;
10-giu-88;9.00;33;
10-giu-88;10.00;27;
10-giu-88;11.00;19;
10-giu-88;12.00;11;
10-giu-88;13.00;8;
10-giu-88;14.00;11;
10-giu-88;15.00;20;
10-giu-88;16.00;32;
10-giu-88;17.00;45;
10-giu-88;18.00;55;
10-giu-88;19.00;63;
10-giu-88;20.00;65;
10-giu-88;21.00;60;
10-giu-88;22.00;47;
10-giu-88;23.00;28;
11-giu-88;0.00;9;
11-giu-88;1.00;-8;
11-giu-88;2.00;-20;
11-giu-88;3.00;-21;
11-giu-88;4.00;-13;
11-giu-88;5.00;0;
11-giu-88;6.00;16;
11-giu-88;7.00;30;
11-giu-88;8.00;38;
11-giu-88;9.00;42;
11-giu-88;10.00;41;
11-giu-88;11.00;36;
11-giu-88;12.00;25;
11-giu-88;13.00;19;
11-giu-88;14.00;17;
11-giu-88;15.00;23;
11-giu-88;16.00;36;
11-giu-88;17.00;48;
11-giu-88;18.00;62;
11-giu-88;19.00;72;
11-giu-88;20.00;76;
11-giu-88;21.00;75;
11-giu-88;22.00;64;
11-giu-88;23.00;48;
12-giu-88;0.00;30;
12-giu-88;1.00;11;
12-giu-88;2.00;-5;
12-giu-88;3.00;-16;
12-giu-88;4.00;-17;
12-giu-88;5.00;-9;
12-giu-88;6.00;6;
12-giu-88;7.00;23;
12-giu-88;8.00;36;
12-giu-88;9.00;47;
12-giu-88;10.00;51;
12-giu-88;11.00;49;
12-giu-88;12.00;41;
12-giu-88;13.00;32;
12-giu-88;14.00;25;
