Data;Ora solare;Livello Punta Salute (cm);
12-giu-88;15.00;27;
12-giu-88;16.00;33;
12-giu-88;17.00;44;
12-giu-88;18.00;57;
12-giu-88;19.00;68;
12-giu-88;20.00;75;
12-giu-88;21.00;78;
12-giu-88;22.00;73;
12-giu-88;23.00;59;
13-giu-88;0.00;41;
13-giu-88;1.00;22;
13-giu-88;2.00;1;
13-giu-88;3.00;-15;
13-giu-88;4.00;-25;
13-giu-88;5.00;-25;
13-giu-88;6.00;-9;
13-giu-88;7.00;8;
13-giu-88;8.00;26;
13-giu-88;9.00;39;
13-giu-88;10.00;48;
13-giu-88;11.00;52;
13-giu-88;12.00;47;
13-giu-88;13.00;40;
13-giu-88;14.00;33;
13-giu-88;15.00;28;
13-giu-88;16.00;27;
13-giu-88;17.00;33;
13-giu-88;18.00;44;
13-giu-88;19.00;57;
13-giu-88;20.00;68;
13-giu-88;21.00;74;
13-giu-88;22.00;75;
13-giu-88;23.00;69;
14-giu-88;0.00;54;
14-giu-88;1.00;33;
14-giu-88;2.00;12;
14-giu-88;3.00;-7;
14-giu-88;4.00;-21;
14-giu-88;5.00;-28;
14-giu-88;6.00;-23;
14-giu-88;7.00;-5;
14-giu-88;8.00;14;
14-giu-88;9.00;35;
14-giu-88;10.00;49;
14-giu-88;11.00;59;
14-giu-88;12.00;60;
14-giu-88;13.00;53;
14-giu-88;14.00;44;
14-giu-88;15.00;36;
14-giu-88;16.00;31;
14-giu-88;17.00;36;
14-giu-88;18.00;46;
14-giu-88;19.00;58;
14-giu-88;20.00;70;
14-giu-88;21.00;76;
14-giu-88;22.00;78;
14-giu-88;23.00;72;
15-giu-88;0.00;59;
15-giu-88;1.00;41;
15-giu-88;2.00;23;
15-giu-88;3.00;-1;
15-giu-88;4.00;-17;
15-giu-88;5.00;-26;
15-giu-88;6.00;-25;
15-giu-88;7.00;-11;
15-giu-88;8.00;8;
15-giu-88;9.00;27;
15-giu-88;10.00;43;
15-giu-88;11.00;54;
15-giu-88;12.00;59;
15-giu-88;13.00;59;
15-giu-88;14.00;52;
15-giu-88;15.00;43;
15-giu-88;16.00;36;
15-giu-88;17.00;31;
15-giu-88;18.00;34;
15-giu-88;19.00;42;
15-giu-88;20.00;54;
15-giu-88;21.00;63;
15-giu-88;22.00;68;
15-giu-88;23.00;69;
16-giu-88;0.00;62;
16-giu-88;1.00;47;
16-giu-88;2.00;27;
16-giu-88;3.00;8;
16-giu-88;4.00;-12;
16-giu-88;5.00;-28;
16-giu-88;6.00;-33;
16-giu-88;7.00;-25;
16-giu-88;8.00;-8;
16-giu-88;9.00;16;
16-giu-88;10.00;36;
16-giu-88;11.00;52;
16-giu-88;12.00;60;
16-giu-88;13.00;63;
16-giu-88;14.00;56;
16-giu-88;15.00;47;
16-giu-88;16.00;36;
16-giu-88;17.00;31;
16-giu-88;18.00;31;
16-giu-88;19.00;35;
16-giu-88;20.00;43;
16-giu-88;21.00;56;
16-giu-88;22.00;67;
16-giu-88;23.00;72;
17-giu-88;0.00;64;
17-giu-88;1.00;49;
17-giu-88;2.00;36;
17-giu-88;3.00;19;
17-giu-88;4.00;0;
17-giu-88;5.00;-16;
17-giu-88;6.00;-21;
17-giu-88;7.00;-18;
17-giu-88;8.00;-5;
17-giu-88;9.00;12;
17-giu-88;10.00;31;
17-giu-88;11.00;47;
17-giu-88;12.00;57;
17-giu-88;13.00;64;
17-giu-88;14.00;60;
17-giu-88;15.00;48;
17-giu-88;16.00;36;
17-giu-88;17.00;25;
17-giu-88;18.00;24;
17-giu-88;19.00;32;
17-giu-88;20.00;44;
17-giu-88;21.00;55;
17-giu-88;22.00;62;
17-giu-88;23.00;64;
18-giu-88;0.00;59;
18-giu-88;1.00;47;
18-giu-88;2.00;31;
18-giu-88;3.00;16;
18-giu-88;4.00;-1;
18-giu-88;5.00;-12;
18-giu-88;6.00;-20;
18-giu-88;7.00;-17;
18-giu-88;8.00;-8;
18-giu-88;9.00;7;
18-giu-88;10.00;23;
18-giu-88;11.00;36;
18-giu-88;12.00;48;
18-giu-88;13.00;57;
18-giu-88;14.00;63;
18-giu-88;15.00;62;
18-giu-88;16.00;55;
18-giu-88;17.00;47;
18-giu-88;18.00;39;
18-giu-88;19.00;36;
18-giu-88;20.00;36;
18-giu-88;21.00;43;
18-giu-88;22.00;48;
18-giu-88;23.00;54;
19-giu-88;0.00;55;
19-giu-88;1.00;48;
19-giu-88;2.00;38;
19-giu-88;3.00;27;
19-giu-88;4.00;14;
19-giu-88;5.00;3;
19-giu-88;6.00;-7;
19-giu-88;7.00;-10;
19-giu-88;8.00;-8;
19-giu-88;9.00;-1;
19-giu-88;10.00;11;
19-giu-88;11.00;22;
19-giu-88;12.00;32;
19-giu-88;13.00;44;
19-giu-88;14.00;56;
19-giu-88;15.00;63;
19-giu-88;16.00;62;
19-giu-88;17.00;51;
19-giu-88;18.00;39;
19-giu-88;19.00;27;
19-giu-88;20.00;20;
19-giu-88;21.00;19;
19-giu-88;22.00;23;
19-giu-88;23.00;31;
20-giu-88;0.00;36;
20-giu-88;1.00;38;
20-giu-88;2.00;31;
20-giu-88;3.00;17;
20-giu-88;4.00;4;
20-giu-88;5.00;-8;
20-giu-88;6.00;-16;
20-giu-88;7.00;-20;
20-giu-88;8.00;-18;
20-giu-88;9.00;-12;
20-giu-88;10.00;0;
20-giu-88;11.00;16;
20-giu-88;12.00;32;
20-giu-88;13.00;43;
20-giu-88;14.00;52;
20-giu-88;15.00;56;
20-giu-88;16.00;55;
20-giu-88;17.00;49;
20-giu-88;18.00;39;
20-giu-88;19.00;32;
20-giu-88;20.00;25;
20-giu-88;21.00;20;
20-giu-88;22.00;20;
20-giu-88;23.00;22;
21-giu-88;0.00;23;
21-giu-88;1.00;25;
21-giu-88;2.00;23;
21-giu-88;3.00;19;
21-giu-88;4.00;12;
21-giu-88;5.00;4;
21-giu-88;6.00;-2;
21-giu-88;7.00;-5;
21-giu-88;8.00;-6;
21-giu-88;9.00;-2;
21-giu-88;10.00;4;
21-giu-88;11.00;14;
21-giu-88;12.00;23;
21-giu-88;13.00;35;
21-giu-88;14.00;44;
21-giu-88;15.00;50;
21-giu-88;16.00;52;
21-giu-88;17.00;49;
21-giu-88;18.00;43;
21-giu-88;19.00;31;
21-giu-88;20.00;22;
21-giu-88;21.00;15;
21-giu-88;22.00;9;
21-giu-88;23.00;9;
22-giu-88;0.00;12;
22-giu-88;1.00;16;
22-giu-88;2.00;19;
22-giu-88;3.00;17;
22-giu-88;4.00;14;
22-giu-88;5.00;9;
22-giu-88;6.00;5;
22-giu-88;7.00;-1;
22-giu-88;8.00;-5;
22-giu-88;9.00;-5;
22-giu-88;10.00;-4;
22-giu-88;11.00;3;
22-giu-88;12.00;16;
22-giu-88;13.00;27;
22-giu-88;14.00;36;
22-giu-88;15.00;44;
22-giu-88;16.00;49;
22-giu-88;17.00;51;
22-giu-88;18.00;46;
22-giu-88;19.00;38;
22-giu-88;20.00;27;
22-giu-88;21.00;16;
22-giu-88;22.00;9;
22-giu-88;23.00;6;
23-giu-88;0.00;4;
23-giu-88;1.00;4;
23-giu-88;2.00;7;
23-giu-88;3.00;11;
23-giu-88;4.00;14;
23-giu-88;5.00;16;
23-giu-88;6.00;15;
23-giu-88;7.00;12;
23-giu-88;8.00;8;
23-giu-88;9.00;6;
23-giu-88;10.00;4;
23-giu-88;11.00;7;
23-giu-88;12.00;13;
23-giu-88;13.00;23;
23-giu-88;14.00;36;
23-giu-88;15.00;47;
23-giu-88;16.00;55;
23-giu-88;17.00;59;
23-giu-88;18.00;57;
23-giu-88;19.00;51;
23-giu-88;20.00;39;
23-giu-88;21.00;27;
23-giu-88;22.00;19;
23-giu-88;23.00;9;
24-giu-88;0.00;4;
24-giu-88;1.00;1;
24-giu-88;2.00;0;
24-giu-88;3.00;4;
24-giu-88;4.00;9;
24-giu-88;5.00;16;
24-giu-88;6.00;20;
24-giu-88;7.00;22;
24-giu-88;8.00;20;
24-giu-88;9.00;19;
24-giu-88;10.00;16;
24-giu-88;11.00;14;
24-giu-88;12.00;16;
24-giu-88;13.00;23;
24-giu-88;14.00;30;
24-giu-88;15.00;41;
24-giu-88;16.00;52;
24-giu-88;17.00;59;
24-giu-88;18.00;61;
24-giu-88;19.00;62;
24-giu-88;20.00;54;
24-giu-88;21.00;39;
24-giu-88;22.00;25;
24-giu-88;23.00;12;
25-giu-88;0.00;-1;
25-giu-88;1.00;-8;
25-giu-88;2.00;-12;
25-giu-88;3.00;-12;
25-giu-88;4.00;-7;
25-giu-88;5.00;3;
25-giu-88;6.00;14;
25-giu-88;7.00;23;
25-giu-88;8.00;30;
25-giu-88;9.00;31;
25-giu-88;10.00;30;
25-giu-88;11.00;27;
25-giu-88;12.00;25;
25-giu-88;13.00;27;
25-giu-88;14.00;36;
25-giu-88;15.00;46;
25-giu-88;16.00;55;
25-giu-88;17.00;63;
25-giu-88;18.00;68;
25-giu-88;19.00;65;
25-giu-88;20.00;56;
25-giu-88;21.00;46;
25-giu-88;22.00;31;
25-giu-88;23.00;16;
26-giu-88;0.00;3;
26-giu-88;1.00;-10;
26-giu-88;2.00;-21;
26-giu-88;3.00;-22;
26-giu-88;4.00;-16;
26-giu-88;5.00;-2;
26-giu-88;6.00;12;
26-giu-88;7.00;27;
26-giu-88;8.00;39;
26-giu-88;9.00;48;
26-giu-88;10.00;51;
26-giu-88;11.00;49;
26-giu-88;12.00;45;
26-giu-88;13.00;38;
26-giu-88;14.00;35;
26-giu-88;15.00;39;
26-giu-88;16.00;47;
26-giu-88;17.00;56;
26-giu-88;18.00;66;
26-giu-88;19.00;72;
26-giu-88;20.00;68;
26-giu-88;21.00;57;
26-giu-88;22.00;43;
26-giu-88;23.00;27;
27-giu-88;0.00;8;
27-giu-88;1.00;-8;
27-giu-88;2.00;-22;
27-giu-88;3.00;-28;
27-giu-88;4.00;-25;
27-giu-88;5.00;-12;
27-giu-88;6.00;4;
27-giu-88;7.00;23;
27-giu-88;8.00;36;
27-giu-88;9.00;48;
27-giu-88;10.00;54;
27-giu-88;11.00;54;
27-giu-88;12.00;47;
27-giu-88;13.00;38;
27-giu-88;14.00;31;
27-giu-88;15.00;28;
27-giu-88;16.00;31;
27-giu-88;17.00;41;
27-giu-88;18.00;54;
27-giu-88;19.00;63;
27-giu-88;20.00;67;
27-giu-88;21.00;65;
27-giu-88;22.00;56;
27-giu-88;23.00;40;
28-giu-88;0.00;20;
28-giu-88;1.00;1;
28-giu-88;2.00;-16;
28-giu-88;3.00;-28;
28-giu-88;4.00;-31;
28-giu-88;5.00;-23;
28-giu-88;6.00;-7;
28-giu-88;7.00;11;
28-giu-88;8.00;31;
28-giu-88;9.00;45;
28-giu-88;10.00;54;
28-giu-88;11.00;55;
28-giu-88;12.00;49;
28-giu-88;13.00;41;
28-giu-88;14.00;32;
28-giu-88;15.00;25;
28-giu-88;16.00;23;
28-giu-88;17.00;30;
28-giu-88;18.00;41;
28-giu-88;19.00;55;
28-giu-88;20.00;66;
28-giu-88;21.00;72;
28-giu-88;22.00;70;
28-giu-88;23.00;59;
29-giu-88;0.00;41;
29-giu-88;1.00;20;
29-giu-88;2.00;-1;
29-giu-88;3.00;-18;
29-giu-88;4.00;-29;
29-giu-88;5.00;-29;
29-giu-88;6.00;-17;
29-giu-88;7.00;-1;
29-giu-88;8.00;20;
29-giu-88;9.00;36;
29-giu-88;10.00;49;
29-giu-88;11.00;55;
29-giu-88;12.00;54;
29-giu-88;13.00;46;
29-giu-88;14.00;36;
29-giu-88;15.00;25;
29-giu-88;16.00;22;
29-giu-88;17.00;24;
29-giu-88;18.00;35;
29-giu-88;19.00;49;
29-giu-88;20.00;64;
29-giu-88;21.00;74;
29-giu-88;22.00;76;
29-giu-88;23.00;70;
30-giu-88;0.00;55;
30-giu-88;1.00;35;
30-giu-88;2.00;11;
30-giu-88;3.00;-10;
30-giu-88;4.00;-28;
30-giu-88;5.00;-39;
30-giu-88;6.00;-37;
30-giu-88;7.00;-21;
30-giu-88;8.00;-4;
30-giu-88;9.00;17;
30-giu-88;10.00;33;
30-giu-88;11.00;44;
30-giu-88;12.00;48;
30-giu-88;13.00;44;
30-giu-88;14.00;36;
30-giu-88;15.00;24;
30-giu-88;16.00;16;
30-giu-88;17.00;12;
30-giu-88;18.00;18;
30-giu-88;19.00;30;
30-giu-88;20.00;43;
30-giu-88;21.00;57;
30-giu-88;22.00;65;
30-giu-88;23.00;67;
1-lug-88;0.00;56;
1-lug-88;1.00;39;
1-lug-88;2.00;17;
1-lug-88;3.00;-6;
1-lug-88;4.00;-28;
1-lug-88;5.00;-44;
1-lug-88;6.00;-48;
1-lug-88;7.00;-37;
1-lug-88;8.00;-20;
1-lug-88;9.00;1;
1-lug-88;10.00;23;
1-lug-88;11.00;38;
1-lug-88;12.00;51;
1-lug-88;13.00;55;
1-lug-88;14.00;49;
1-lug-88;15.00;41;
1-lug-88;16.00;33;
1-lug-88;17.00;27;
1-lug-88;18.00;26;
1-lug-88;19.00;31;
1-lug-88;20.00;44;
1-lug-88;21.00;60;
1-lug-88;22.00;72;
1-lug-88;23.00;79;
2-lug-88;0.00;76;
2-lug-88;1.00;64;
2-lug-88;2.00;43;
2-lug-88;3.00;23;
2-lug-88;4.00;1;
2-lug-88;5.00;-18;
2-lug-88;6.00;-31;
2-lug-88;7.00;-33;
2-lug-88;8.00;-23;
2-lug-88;9.00;-4;
2-lug-88;10.00;16;
2-lug-88;11.00;35;
2-lug-88;12.00;50;
2-lug-88;13.00;59;
2-lug-88;14.00;63;
2-lug-88;15.00;60;
2-lug-88;16.00;52;
2-lug-88;17.00;41;
2-lug-88;18.00;35;
2-lug-88;19.00;35;
2-lug-88;20.00;38;
2-lug-88;21.00;46;
2-lug-88;22.00;59;
2-lug-88;23.00;68;
3-lug-88;0.00;71;
3-lug-88;1.00;63;
3-lug-88;2.00;48;
3-lug-88;3.00;27;
3-lug-88;4.00;6;
3-lug-88;5.00;-15;
3-lug-88;6.00;-31;
3-lug-88;7.00;-37;
3-lug-88;8.00;-31;
3-lug-88;9.00;-15;
3-lug-88;10.00;5;
3-lug-88;11.00;27;
3-lug-88;12.00;44;
3-lug-88;13.00;59;
3-lug-88;14.00;68;
3-lug-88;15.00;71;
3-lug-88;16.00;68;
3-lug-88;17.00;54;
3-lug-88;18.00;42;
3-lug-88;19.00;36;
3-lug-88;20.00;36;
3-lug-88;21.00;36;
3-lug-88;22.00;39;
3-lug-88;23.00;47;
4-lug-88;0.00;54;
4-lug-88;1.00;52;
4-lug-88;2.00;43;
4-lug-88;3.00;27;
4-lug-88;4.00;11;
4-lug-88;5.00;-7;
4-lug-88;6.00;-20;
4-lug-88;7.00;-28;
4-lug-88;8.00;-28;
4-lug-88;9.00;-16;
4-lug-88;10.00;4;
4-lug-88;11.00;23;
4-lug-88;12.00;40;
4-lug-88;13.00;58;
4-lug-88;14.00;72;
4-lug-88;15.00;80;
4-lug-88;16.00;79;
4-lug-88;17.00;69;
4-lug-88;18.00;55;
4-lug-88;19.00;40;
4-lug-88;20.00;28;
4-lug-88;21.00;22;
4-lug-88;22.00;20;
4-lug-88;23.00;23;
5-lug-88;0.00;30;
5-lug-88;1.00;35;
5-lug-88;2.00;35;
5-lug-88;3.00;27;
5-lug-88;4.00;14;
5-lug-88;5.00;-1;
5-lug-88;6.00;-12;
5-lug-88;7.00;-18;
5-lug-88;8.00;-18;
5-lug-88;9.00;-12;
5-lug-88;10.00;6;
5-lug-88;11.00;22;
5-lug-88;12.00;39;
5-lug-88;13.00;57;
5-lug-88;14.00;72;
5-lug-88;15.00;79;
5-lug-88;16.00;81;
5-lug-88;17.00;75;
5-lug-88;18.00;62;
5-lug-88;19.00;47;
5-lug-88;20.00;33;
5-lug-88;21.00;22;
5-lug-88;22.00;12;
5-lug-88;23.00;12;
6-lug-88;0.00;19;
6-lug-88;1.00;25;
6-lug-88;2.00;31;
6-lug-88;3.00;31;
6-lug-88;4.00;23;
6-lug-88;5.00;11;
6-lug-88;6.00;1;
6-lug-88;7.00;-5;
6-lug-88;8.00;-8;
6-lug-88;9.00;-2;
6-lug-88;10.00;9;
6-lug-88;11.00;25;
6-lug-88;12.00;40;
6-lug-88;13.00;54;
6-lug-88;14.00;63;
6-lug-88;15.00;70;
6-lug-88;16.00;73;
6-lug-88;17.00;70;
6-lug-88;18.00;59;
6-lug-88;19.00;46;
6-lug-88;20.00;33;
6-lug-88;21.00;22;
6-lug-88;22.00;12;
6-lug-88;23.00;6;
7-lug-88;0.00;3;
7-lug-88;1.00;3;
7-lug-88;2.00;4;
7-lug-88;3.00;8;
7-lug-88;4.00;11;
7-lug-88;5.00;12;
7-lug-88;6.00;15;
7-lug-88;7.00;15;
7-lug-88;8.00;15;
7-lug-88;9.00;16;
7-lug-88;10.00;19;
7-lug-88;11.00;23;
7-lug-88;12.00;31;
7-lug-88;13.00;39;
7-lug-88;14.00;48;
7-lug-88;15.00;55;
7-lug-88;16.00;60;
7-lug-88;17.00;60;
7-lug-88;18.00;57;
7-lug-88;19.00;49;
7-lug-88;20.00;39;
7-lug-88;21.00;27;
7-lug-88;22.00;12;
7-lug-88;23.00;1;
8-lug-88;0.00;-8;
8-lug-88;1.00;-12;
8-lug-88;2.00;-10;
8-lug-88;3.00;-3;
8-lug-88;4.00;8;
8-lug-88;5.00;17;
8-lug-88;6.00;23;
8-lug-88;7.00;27;
8-lug-88;8.00;28;
8-lug-88;9.00;28;
8-lug-88;10.00;27;
8-lug-88;11.00;25;
8-lug-88;12.00;24;
8-lug-88;13.00;25;
8-lug-88;14.00;32;
8-lug-88;15.00;41;
8-lug-88;16.00;54;
8-lug-88;17.00;59;
8-lug-88;18.00;59;
8-lug-88;19.00;57;
8-lug-88;20.00;49;
8-lug-88;21.00;36;
8-lug-88;22.00;23;
8-lug-88;23.00;9;
9-lug-88;0.00;-1;
9-lug-88;1.00;-8;
9-lug-88;2.00;-12;
9-lug-88;3.00;-5;
9-lug-88;4.00;4;
9-lug-88;5.00;14;
9-lug-88;6.00;24;
9-lug-88;7.00;32;
9-lug-88;8.00;37;
9-lug-88;9.00;38;
9-lug-88;10.00;36;
9-lug-88;11.00;27;
9-lug-88;12.00;22;
9-lug-88;13.00;23;
9-lug-88;14.00;26;
9-lug-88;15.00;32;
9-lug-88;16.00;40;
9-lug-88;17.00;48;
9-lug-88;18.00;54;
9-lug-88;19.00;55;
9-lug-88;20.00;52;
9-lug-88;21.00;44;
9-lug-88;22.00;31;
9-lug-88;23.00;19;
10-lug-88;0.00;6;
10-lug-88;1.00;-7;
10-lug-88;2.00;-15;
10-lug-88;3.00;-16;
10-lug-88;4.00;-12;
10-lug-88;5.00;-2;
10-lug-88;6.00;10;
10-lug-88;7.00;23;
10-lug-88;8.00;31;
10-lug-88;9.00;36;
10-lug-88;10.00;36;
10-lug-88;11.00;31;
10-lug-88;12.00;23;
10-lug-88;13.00;17;
10-lug-88;14.00;16;
10-lug-88;15.00;20;
10-lug-88;16.00;28;
10-lug-88;17.00;39;
10-lug-88;18.00;49;
10-lug-88;19.00;55;
10-lug-88;20.00;57;
10-lug-88;21.00;55;
10-lug-88;22.00;44;
10-lug-88;23.00;30;
11-lug-88;0.00;11;
11-lug-88;1.00;-8;
11-lug-88;2.00;-25;
11-lug-88;3.00;-36;
11-lug-88;4.00;-36;
11-lug-88;5.00;-25;
11-lug-88;6.00;-8;
11-lug-88;7.00;10;
11-lug-88;8.00;27;
11-lug-88;9.00;39;
11-lug-88;10.00;44;
11-lug-88;11.00;44;
11-lug-88;12.00;39;
11-lug-88;13.00;28;
11-lug-88;14.00;19;
11-lug-88;15.00;16;
11-lug-88;16.00;19;
11-lug-88;17.00;28;
11-lug-88;18.00;40;
11-lug-88;19.00;52;
11-lug-88;20.00;59;
11-lug-88;21.00;59;
11-lug-88;22.00;49;
11-lug-88;23.00;33;
12-lug-88;0.00;15;
12-lug-88;1.00;-5;
12-lug-88;2.00;-25;
12-lug-88;3.00;-38;
12-lug-88;4.00;-42;
12-lug-88;5.00;-33;
12-lug-88;6.00;-15;
12-lug-88;7.00;6;
12-lug-88;8.00;23;
12-lug-88;9.00;39;
12-lug-88;10.00;48;
12-lug-88;11.00;51;
12-lug-88;12.00;43;
12-lug-88;13.00;35;
12-lug-88;14.00;24;
12-lug-88;15.00;17;
12-lug-88;16.00;19;
12-lug-88;17.00;26;
12-lug-88;18.00;35;
12-lug-88;19.00;46;
12-lug-88;20.00;54;
12-lug-88;21.00;55;
12-lug-88;22.00;52;
12-lug-88;23.00;43;
13-lug-88;0.00;27;
13-lug-88;1.00;8;
13-lug-88;2.00;-10;
13-lug-88;3.00;-25;
13-lug-88;4.00;-33;
13-lug-88;5.00;-31;
13-lug-88;6.00;-18;
13-lug-88;7.00;0;
13-lug-88;8.00;19;
13-lug-88;9.00;36;
13-lug-88;10.00;47;
13-lug-88;11.00;55;
13-lug-88;12.00;55;
13-lug-88;13.00;46;
13-lug-88;14.00;36;
13-lug-88;15.00;24;
13-lug-88;16.00;17;
13-lug-88;17.00;19;
13-lug-88;18.00;27;
13-lug-88;19.00;39;
13-lug-88;20.00;50;
13-lug-88;21.00;59;
13-lug-88;22.00;63;
13-lug-88;23.00;59;
14-lug-88;0.00;48;
14-lug-88;1.00;31;
14-lug-88;2.00;11;
14-lug-88;3.00;-5;
14-lug-88;4.00;-20;
14-lug-88;5.00;-25;
14-lug-88;6.00;-21;
14-lug-88;7.00;-5;
14-lug-88;8.00;15;
14-lug-88;9.00;35;
14-lug-88;10.00;52;
14-lug-88;11.00;62;
14-lug-88;12.00;63;
14-lug-88;13.00;59;
14-lug-88;14.00;49;
14-lug-88;15.00;38;
14-lug-88;16.00;27;
14-lug-88;17.00;25;
14-lug-88;18.00;30;
14-lug-88;19.00;41;
14-lug-88;20.00;55;
14-lug-88;21.00;68;
14-lug-88;22.00;75;
14-lug-88;23.00;73;
15-lug-88;0.00;67;
15-lug-88;1.00;49;
15-lug-88;2.00;31;
15-lug-88;3.00;11;
15-lug-88;4.00;-8;
15-lug-88;5.00;-21;
15-lug-88;6.00;-22;
15-lug-88;7.00;-10;
15-lug-88;8.00;8;
15-lug-88;9.00;28;
15-lug-88;10.00;43;
15-lug-88;11.00;54;
15-lug-88;12.00;59;
15-lug-88;13.00;57;
15-lug-88;14.00;47;
15-lug-88;15.00;31;
15-lug-88;16.00;19;
15-lug-88;17.00;15;
15-lug-88;18.00;23;
15-lug-88;19.00;35;
15-lug-88;20.00;46;
15-lug-88;21.00;55;
15-lug-88;22.00;65;
15-lug-88;23.00;68;
16-lug-88;0.00;62;
16-lug-88;1.00;48;
16-lug-88;2.00;27;
16-lug-88;3.00;6;
16-lug-88;4.00;-15;
16-lug-88;5.00;-29;
16-lug-88;6.00;-33;
16-lug-88;7.00;-23;
16-lug-88;8.00;-5;
16-lug-88;9.00;19;
16-lug-88;10.00;36;
16-lug-88;11.00;48;
16-lug-88;12.00;52;
16-lug-88;13.00;53;
16-lug-88;14.00;49;
16-lug-88;15.00;40;
16-lug-88;16.00;28;
16-lug-88;17.00;20;
16-lug-88;18.00;16;
16-lug-88;19.00;19;
16-lug-88;20.00;28;
16-lug-88;21.00;39;
16-lug-88;22.00;47;
16-lug-88;23.00;52;
17-lug-88;0.00;48;
17-lug-88;1.00;36;
17-lug-88;2.00;23;
17-lug-88;3.00;4;
17-lug-88;4.00;-12;
17-lug-88;5.00;-23;
17-lug-88;6.00;-28;
17-lug-88;7.00;-24;
17-lug-88;8.00;-12;
17-lug-88;9.00;6;
17-lug-88;10.00;23;
17-lug-88;11.00;39;
17-lug-88;12.00;51;
17-lug-88;13.00;57;
17-lug-88;14.00;55;
17-lug-88;15.00;46;
17-lug-88;16.00;35;
17-lug-88;17.00;23;
17-lug-88;18.00;14;
17-lug-88;19.00;11;
17-lug-88;20.00;16;
17-lug-88;21.00;23;
17-lug-88;22.00;34;
17-lug-88;23.00;40;
18-lug-88;0.00;42;
18-lug-88;1.00;39;
18-lug-88;2.00;28;
18-lug-88;3.00;16;
18-lug-88;4.00;1;
18-lug-88;5.00;-12;
18-lug-88;6.00;-20;
18-lug-88;7.00;-22;
18-lug-88;8.00;-15;
18-lug-88;9.00;-1;
18-lug-88;10.00;16;
18-lug-88;11.00;33;
18-lug-88;12.00;46;
18-lug-88;13.00;55;
18-lug-88;14.00;59;
18-lug-88;15.00;52;
18-lug-88;16.00;40;
18-lug-88;17.00;27;
18-lug-88;18.00;14;
18-lug-88;19.00;6;
18-lug-88;20.00;4;
18-lug-88;21.00;11;
18-lug-88;22.00;22;
18-lug-88;23.00;33;
19-lug-88;0.00;41;
19-lug-88;1.00;44;
19-lug-88;2.00;39;
19-lug-88;3.00;27;
19-lug-88;4.00;11;
19-lug-88;5.00;-4;
19-lug-88;6.00;-16;
19-lug-88;7.00;-21;
19-lug-88;8.00;-16;
19-lug-88;9.00;-5;
19-lug-88;10.00;11;
19-lug-88;11.00;30;
19-lug-88;12.00;43;
19-lug-88;13.00;52;
19-lug-88;14.00;55;
19-lug-88;15.00;52;
19-lug-88;16.00;43;
19-lug-88;17.00;31;
19-lug-88;18.00;19;
19-lug-88;19.00;9;
19-lug-88;20.00;8;
19-lug-88;21.00;12;
19-lug-88;22.00;20;
19-lug-88;23.00;31;
20-lug-88;0.00;38;
20-lug-88;1.00;39;
20-lug-88;2.00;36;
20-lug-88;3.00;27;
20-lug-88;4.00;16;
20-lug-88;5.00;3;
20-lug-88;6.00;-8;
20-lug-88;7.00;-13;
20-lug-88;8.00;-13;
20-lug-88;9.00;-5;
20-lug-88;10.00;8;
20-lug-88;11.00;23;
20-lug-88;12.00;36;
20-lug-88;13.00;46;
20-lug-88;14.00;52;
20-lug-88;15.00;52;
20-lug-88;16.00;48;
20-lug-88;17.00;38;
20-lug-88;18.00;25;
20-lug-88;19.00;16;
20-lug-88;20.00;9;
20-lug-88;21.00;8;
20-lug-88;22.00;12;
20-lug-88;23.00;19;
21-lug-88;0.00;26;
21-lug-88;1.00;28;
21-lug-88;2.00;28;
21-lug-88;3.00;23;
21-lug-88;4.00;14;
21-lug-88;5.00;4;
21-lug-88;6.00;-4;
21-lug-88;7.00;-7;
21-lug-88;8.00;-7;
21-lug-88;9.00;-1;
21-lug-88;10.00;8;
21-lug-88;11.00;18;
21-lug-88;12.00;30;
21-lug-88;13.00;40;
21-lug-88;14.00;48;
21-lug-88;15.00;52;
21-lug-88;16.00;51;
21-lug-88;17.00;43;
21-lug-88;18.00;35;
21-lug-88;19.00;24;
21-lug-88;20.00;16;
21-lug-88;21.00;11;
21-lug-88;22.00;8;
21-lug-88;23.00;8;
22-lug-88;0.00;9;
22-lug-88;1.00;11;
22-lug-88;2.00;12;
22-lug-88;3.00;10;
22-lug-88;4.00;8;
22-lug-88;5.00;6;
22-lug-88;6.00;4;
22-lug-88;7.00;1;
22-lug-88;8.00;0;
22-lug-88;9.00;3;
22-lug-88;10.00;8;
22-lug-88;11.00;15;
22-lug-88;12.00;25;
22-lug-88;13.00;36;
22-lug-88;14.00;43;
22-lug-88;15.00;48;
22-lug-88;16.00;52;
22-lug-88;17.00;54;
22-lug-88;18.00;47;
22-lug-88;19.00;37;
22-lug-88;20.00;24;
22-lug-88;21.00;12;
22-lug-88;22.00;3;
22-lug-88;23.00;-2;
23-lug-88;0.00;-5;
23-lug-88;1.00;-5;
23-lug-88;2.00;-3;
23-lug-88;3.00;0;
23-lug-88;4.00;4;
23-lug-88;5.00;7;
23-lug-88;6.00;9;
23-lug-88;7.00;10;
23-lug-88;8.00;11;
23-lug-88;9.00;12;
23-lug-88;10.00;14;
23-lug-88;11.00;17;
23-lug-88;12.00;23;
23-lug-88;13.00;33;
23-lug-88;14.00;41;
23-lug-88;15.00;49;
